S.NO,YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NO OF VOTERS (MARGIN),VOTE %,TOTAL NO OF VOTE CASTED,,,,
14656,2014,Uttar Pradesh,Sambhal,8,Nanad Ram Khadagvanshi,M,IND,N/A,1693229,1690907,0.1,2322,,,,
14657,2014,Uttar Pradesh,Sambhal,8,Rashid,M,IND,N/A,1693229,1690438,0.2,2791,,,,
14658,2014,Uttar Pradesh,Sambhal,8,Firoz Haider,M,IND,N/A,1693229,1689581,0.2,3648,,,,
14659,2014,Uttar Pradesh,Sambhal,8,Mohd Aslam Urf Pasha,M,RPI(A),N/A,1693229,1689396,0.2,3833,,,,
14660,2014,Uttar Pradesh,Sambhal,8,Dr. Rashid Ali,M,PECP,N/A,1693229,1686853,0.4,6376,,,,
14661,2014,Uttar Pradesh,Sambhal,8,Nutan Vijay Advocate,M,IND,N/A,1693229,1686543,0.4,6686,,,,
14662,2014,Uttar Pradesh,Sambhal,8,None Of The Above,NULL,NOTA,N/A,1693229,1685571,0.5,7658,,,,
14663,2014,Uttar Pradesh,Sambhal,8,Acharya Pramod Krishnam,M,INC,N/A,1693229,1677195,0.9,16034,,,,
14664,2014,Uttar Pradesh,Sambhal,8,Dharam Yadav Urf D.P.Yadav,M,RPD,N/A,1693229,1657095,2.1,36134,,,,
14665,2014,Uttar Pradesh,Sambhal,8,Aqeel-Ur -Rehman Khan,M,BSP,N/A,1693229,1440589,14.9,252640,,,,
14666,2014,Uttar Pradesh,Sambhal,8,Dr Shafiq- Ur Rahman Barq,M,SP,N/A,1693229,1338161,21,355068,,,,
14667,2014,Uttar Pradesh,Sambhal,8,Satyapal Singh,M,BJP,N/A,1693229,1332987,21.3,360242,,,,
14668,2014,Uttar Pradesh,Amroha,9,Rajpal,M,ARVP,N/A,1544245,1543767,0,478,,,,
14669,2014,Uttar Pradesh,Amroha,9,Mahesh,M,RPI(A),N/A,1544245,1543532,0,713,,,,
14670,2014,Uttar Pradesh,Amroha,9,Rakesh,M,PECP,N/A,1544245,1543496,0,749,,,,
14671,2014,Uttar Pradesh,Amroha,9,Brajlal,M,BMUP,N/A,1544245,1543408,0.1,837,,,,
14672,2014,Uttar Pradesh,Amroha,9,Husnein Razaa,M,aicp,,1544245,1543387,0.1,858,,,,
14673,2014,Uttar Pradesh,Amroha,9,Sarvesh Kumar Saini,M,SHS,N/A,1544245,1543265,0.1,980,,,,
14674,2014,Uttar Pradesh,Amroha,9,Naresh Chand,M,IND,N/A,1544245,1542814,0.1,1431,,,,
14675,2014,Uttar Pradesh,Amroha,9,Surendra Singh,M,IND,N/A,1544245,1541820,0.2,2425,,,,
14676,2014,Uttar Pradesh,Amroha,9,Khajan Singh,M,RAC,N/A,1544245,1541797,0.2,2448,,,,
14677,2014,Uttar Pradesh,Amroha,9,Naresh Kumar,M,IND,N/A,1544245,1541752,0.2,2493,,,,
14678,2014,Uttar Pradesh,Amroha,9,Syed Kalbe Rushaid Rizvi,M,AAAP,,1544245,1541644,0.2,2601,,,,
14679,2014,Uttar Pradesh,Amroha,9,None Of The Above,NULL,NOTA,N/A,1544245,1536466,0.5,7779,,,,
14680,2014,Uttar Pradesh,Amroha,9,Rakesh Tikait,M,RLD,N/A,1544245,1534706,0.6,9539,,,,
14681,2014,Uttar Pradesh,Amroha,9,Farhat Hasan,M,BSP,N/A,1544245,1381262,10.6,162983,,,,
14682,2014,Uttar Pradesh,Amroha,9,Humera Akhtar,F,SP,N/A,1544245,1173579,24,370666,,,,
14683,2014,Uttar Pradesh,Amroha,9,Kanwar Singh Tanwar,M,BJP,N/A,1544245,1015365,34.2,528880,,,,
14684,2014,Uttar Pradesh,Meerut,10,Anil,M,IND,N/A,1764388,1764040,0,348,,,,
14685,2014,Uttar Pradesh,Meerut,10,Aphajal,M,IND,N/A,1764388,1764006,0,382,,,,
14686,2014,Uttar Pradesh,Meerut,10,Iqra Choudhary,F,IND,N/A,1764388,1763654,0,734,,,,
14687,2014,Uttar Pradesh,Meerut,10,Atul Khodawal,M,IND,N/A,1764388,1763570,0,818,,,,
14688,2014,Uttar Pradesh,Meerut,10,Mohd. Sajid Saifi,M,BMUP,N/A,1764388,1763325,0.1,1063,,,,
14689,2014,Uttar Pradesh,Meerut,10,Mohd.Usman Ghazi,M,RsAD,N/A,1764388,1762937,0.1,1451,,,,
14690,2014,Uttar Pradesh,Meerut,10,Mukesh Kumar,M,IND,N/A,1764388,1762846,0.1,1542,,,,
14691,2014,Uttar Pradesh,Meerut,10,Sunil Dutt,M,IND,N/A,1764388,1762654,0.1,1734,,,,
14692,2014,Uttar Pradesh,Meerut,10,None Of The Above,NULL,NOTA,N/A,1764388,1759175,0.3,5213,,,,
14693,2014,Uttar Pradesh,Meerut,10,Dr. (Ex. Maj) Himanshu Singh,M,AAAP,,1764388,1752595,0.7,11793,,,,
14694,2014,Uttar Pradesh,Meerut,10,Nagma,F,INC,N/A,1764388,1721477,2.4,42911,,,,
14695,2014,Uttar Pradesh,Meerut,10,Shahid Manzoor,M,SP,N/A,1764388,1552629,12,211759,,,,
14696,2014,Uttar Pradesh,Meerut,10,Mohd.Shahid Akhlak,M,BSP,N/A,1764388,1463733,17,300655,,,,
14697,2014,Uttar Pradesh,Meerut,10,Rajendra Agarwal,M,BJP,N/A,1764388,1231407,30.2,532981,,,,
14698,2014,Uttar Pradesh,Baghpat,11,Ajay Pal,M,IND,N/A,1505175,1504735,0,440,,,,
14699,2014,Uttar Pradesh,Baghpat,11,Yunush,M,NNP,N/A,1505175,1504734,0,441,,,,
14700,2014,Uttar Pradesh,Baghpat,11,Krishan Pal,M,NAP,N/A,1505175,1504574,0,601,,,,
14701,2014,Uttar Pradesh,Baghpat,11,Arvind,M,IND,N/A,1505175,1504183,0.1,992,,,,
14702,2014,Uttar Pradesh,Baghpat,11,Subhash Chand Kashyap,M,IND,N/A,1505175,1503208,0.1,1967,,,,
14703,2014,Uttar Pradesh,Baghpat,11,Ruksana,F,IND,N/A,1505175,1503083,0.1,2092,,,,
14704,2014,Uttar Pradesh,Baghpat,11,Nishant,M,IND,N/A,1505175,1502467,0.2,2708,,,,
14705,2014,Uttar Pradesh,Baghpat,11,Anil Kumar,M,PECP,N/A,1505175,1502150,0.2,3025,,,,
14706,2014,Uttar Pradesh,Baghpat,11,None Of The Above,NULL,NOTA,N/A,1505175,1501264,0.3,3911,,,,
14707,2014,Uttar Pradesh,Baghpat,11,Jaivindra Kumar,M,IND,N/A,1505175,1501260,0.3,3915,,,,
14708,2014,Uttar Pradesh,Baghpat,11,Somendar Dhaka,M,AAAP,,1505175,1499347,0.4,5828,,,,
14709,2014,Uttar Pradesh,Baghpat,11,Prashant Chaudhri,M,BSP,N/A,1505175,1363432,9.4,141743,,,,
14710,2014,Uttar Pradesh,Baghpat,11,Ajit Singh,M,RLD,N/A,1505175,1305659,13.3,199516,,,,
14711,2014,Uttar Pradesh,Baghpat,11,Ghulam Mohammed,M,SP,N/A,1505175,1291566,14.2,213609,,,,
14712,2014,Uttar Pradesh,Baghpat,11,Dr. Satya Pal Singh,M,BJP,N/A,1505175,1081700,28.1,423475,,,,
14713,2014,Uttar Pradesh,Ghaziabad,12,Nitin,M,IND,N/A,2357553,2356929,0,624,,,,
14714,2014,Uttar Pradesh,Ghaziabad,12,Keshav Choudhary,M,IND,N/A,2357553,2356925,0,628,,,,
14715,2014,Uttar Pradesh,Ghaziabad,12,Vinod Kumar Tyagi,M,IND,N/A,2357553,2356561,0,992,,,,
14716,2014,Uttar Pradesh,Ghaziabad,12,Ramphal Shakya,M,IND,N/A,2357553,2356459,0,1094,,,,
14717,2014,Uttar Pradesh,Ghaziabad,12,Rinku Kumar Tyagi,M,IND,N/A,2357553,2356368,0.1,1185,,,,
14718,2014,Uttar Pradesh,Ghaziabad,12,Saleem Malik,M,IND,N/A,2357553,2356067,0.1,1486,,,,
14719,2014,Uttar Pradesh,Ghaziabad,12,Naresh Gautam,M,BMUP,N/A,2357553,2356005,0.1,1548,,,,
14720,2014,Uttar Pradesh,Ghaziabad,12,Suresh Pal,M,BSKP,N/A,2357553,2355962,0.1,1591,,,,
14721,2014,Uttar Pradesh,Ghaziabad,12,Sabir,M,IND,N/A,2357553,2354144,0.1,3409,,,,
14722,2014,Uttar Pradesh,Ghaziabad,12,Sanjeev Kumar,M,IND,N/A,2357553,2352914,0.2,4639,,,,
14723,2014,Uttar Pradesh,Ghaziabad,12,None Of The Above,NULL,NOTA,N/A,2357553,2351348,0.3,6205,,,,
14724,2014,Uttar Pradesh,Ghaziabad,12,Shazia Ilmi Malik,F,AAAP,,2357553,2268406,3.8,89147,,,,
14725,2014,Uttar Pradesh,Ghaziabad,12,Sudhan Kumar,M,SP,N/A,2357553,2250569,4.5,106984,,,,
14726,2014,Uttar Pradesh,Ghaziabad,12,Mukul,M,BSP,N/A,2357553,2184468,7.3,173085,,,,
14727,2014,Uttar Pradesh,Ghaziabad,12,Raj Babbar,M,INC,N/A,2357553,2166331,8.1,191222,,,,
14728,2014,Uttar Pradesh,Ghaziabad,12,Vijay Kumar Singh,M,BJP,N/A,2357553,1599071,32.2,758482,,,,
14729,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Safruddin,M,IND,N/A,1986109,1985618,0,491,,,,
14730,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Ravinder Sharma,M,RTKP,N/A,1986109,1985606,0,503,,,,
14731,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Sunil Gautam,M,IND,N/A,1986109,1985486,0,623,,,,
14732,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Gajendra,M,IOP,N/A,1986109,1985460,0,649,,,,
14733,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Ram Vilas,M,BMUP,N/A,1986109,1985453,0,656,,,,
14734,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Ruvez Alam Rahi,M,NLP,N/A,1986109,1985336,0,773,,,,
14735,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Mahesh,M,IND,N/A,1986109,1985321,0,788,,,,
14736,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Seema,F,RND,N/A,1986109,1985132,0,977,,,,
14737,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Sumiti,F,IND,N/A,1986109,1985131,0,978,,,,
14738,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Savitri,F,IND,N/A,1986109,1985113,0.1,996,,,,
14739,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Lt Col Sp Singh,M,NBDP,N/A,1986109,1984926,0.1,1183,,,,
14740,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Rakesh,M,IND,N/A,1986109,1984884,0.1,1225,,,,
14741,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Udayveer,M,RtrJP,N/A,1986109,1984583,0.1,1526,,,,
14742,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Sonia Sharma,F,ABSC,,1986109,1983579,0.1,2530,,,,
14743,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Kadir Khan Jaiswal,M,IND,N/A,1986109,1983425,0.1,2684,,,,
14744,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Grisa Kumar,M,IND,N/A,1986109,1982613,0.2,3496,,,,
14745,2014,Uttar Pradesh,Gautam Buddha Nagar,13,None Of The Above,NULL,NOTA,N/A,1986109,1982273,0.2,3836,,,,
14746,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Dharmender,M,DND,N/A,1986109,1981979,0.2,4130,,,,
14747,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Kadeem,M,IND,N/A,1986109,1981911,0.2,4198,,,,
14748,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Mohd. Sabir Ansari,M,AITC,,1986109,1981603,0.2,4506,,,,
14749,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Ramesh Chand Tomar,M,INC,N/A,1986109,1973382,0.6,12727,,,,
14750,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Kishan Pal Singh,M,AAAP,,1986109,1953751,1.6,32358,,,,
14751,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Satish Kumar,M,BSP,N/A,1986109,1787872,10,198237,,,,
14752,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Narendra Bhati,M,SP,N/A,1986109,1666619,16.1,319490,,,,
14753,2014,Uttar Pradesh,Gautam Buddha Nagar,13,Dr.Mahesh Sharma,M,BJP,N/A,1986109,1386407,30.2,599702,,,,
14754,2014,Uttar Pradesh,Bulandshahr,14,Raghuraj Pratap Singh,M,RTKP,N/A,1736436,1734981,0.1,1455,,,,
14755,2014,Uttar Pradesh,Bulandshahr,14,Suresh,M,JMBP,N/A,1736436,1733856,0.1,2580,,,,
14756,2014,Uttar Pradesh,Bulandshahr,14,Vijai Pal,M,RtJP,N/A,1736436,1732319,0.2,4117,,,,
14757,2014,Uttar Pradesh,Bulandshahr,14,Pyare Lal,M,BMUP,N/A,1736436,1731988,0.3,4448,,,,
14758,2014,Uttar Pradesh,Bulandshahr,14,Harvir,M,IND,N/A,1736436,1730746,0.3,5690,,,,
14759,2014,Uttar Pradesh,Bulandshahr,14,None Of The Above,NULL,NOTA,N/A,1736436,1729521,0.4,6915,,,,
14760,2014,Uttar Pradesh,Bulandshahr,14,Dr. Rahul Dipankar,M,AAAP,,1736436,1726709,0.6,9727,,,,
14761,2014,Uttar Pradesh,Bulandshahr,14,Anju Urf Muskan,F,RLD,N/A,1736436,1677320,3.4,59116,,,,
14762,2014,Uttar Pradesh,Bulandshahr,14,Kamlesh,M,SP,N/A,1736436,1607699,7.4,128737,,,,
14763,2014,Uttar Pradesh,Bulandshahr,14,Pradeep Kumar Jatav,M,BSP,N/A,1736436,1553960,10.5,182476,,,,
14764,2014,Uttar Pradesh,Bulandshahr,14,Bhola Singh,M,BJP,N/A,1736436,1131987,34.8,604449,,,,
14765,2014,Uttar Pradesh,Aligarh,15,Pradeep Kumar,M,BMUP,N/A,1793126,1792500,0,626,,,,
14766,2014,Uttar Pradesh,Aligarh,15,Rakesh Chandra Rawat,M,RSD,N/A,1793126,1792461,0,665,,,,
14767,2014,Uttar Pradesh,Aligarh,15,Devanand,M,LD,N/A,1793126,1792341,0,785,,,,
14768,2014,Uttar Pradesh,Aligarh,15,Badshah,M,PECP,N/A,1793126,1792148,0.1,978,,,,
14769,2014,Uttar Pradesh,Aligarh,15,Vinod Kumar Baghel,M,RSPS,N/A,1793126,1791403,0.1,1723,,,,
14770,2014,Uttar Pradesh,Aligarh,15,Sanjay Kumar,M,IND,N/A,1793126,1791284,0.1,1842,,,,
14771,2014,Uttar Pradesh,Aligarh,15,Durgesh Chandra Gautam,M,AITC,,1793126,1790050,0.2,3076,,,,
14772,2014,Uttar Pradesh,Aligarh,15,Amita Singh Jat,F,SSKP,N/A,1793126,1789750,0.2,3376,,,,
14773,2014,Uttar Pradesh,Aligarh,15,Natthi Lal Sharma,M,IND,N/A,1793126,1788467,0.3,4659,,,,
14774,2014,Uttar Pradesh,Aligarh,15,None Of The Above,NULL,NOTA,N/A,1793126,1786943,0.3,6183,,,,
14775,2014,Uttar Pradesh,Aligarh,15,Mohd. Sabir Rahi,M,AAAP,,1793126,1784148,0.5,8978,,,,
14776,2014,Uttar Pradesh,Aligarh,15,Bijendra Singh,M,INC,N/A,1793126,1730452,3.5,62674,,,,
14777,2014,Uttar Pradesh,Aligarh,15,Zafar Alam,M,SP,N/A,1793126,1566842,12.6,226284,,,,
14778,2014,Uttar Pradesh,Aligarh,15,Dr. Arvind Kumar Singh,M,BSP,N/A,1793126,1565240,12.7,227886,,,,
14779,2014,Uttar Pradesh,Aligarh,15,Satish Kumar,M,BJP,N/A,1793126,1278504,28.7,514622,,,,
14780,2014,Uttar Pradesh,Hathras,16,Dalvir Singh,M,IND,N/A,1758927,1757328,0.1,1599,,,,
14781,2014,Uttar Pradesh,Hathras,16,Raja Ram,M,IND,N/A,1758927,1756758,0.1,2169,,,,
14782,2014,Uttar Pradesh,Hathras,16,Omprkash,M,IND,N/A,1758927,1756149,0.2,2778,,,,
14783,2014,Uttar Pradesh,Hathras,16,Niranjan Singh,M,IND,N/A,1758927,1756080,0.2,2847,,,,
14784,2014,Uttar Pradesh,Hathras,16,Sunhari Lal,M,AAAP,,1758927,1753884,0.3,5043,,,,
14785,2014,Uttar Pradesh,Hathras,16,None Of The Above,NULL,NOTA,N/A,1758927,1753258,0.3,5669,,,,
14786,2014,Uttar Pradesh,Hathras,16,Niranjan Singh Dhangar,M,RLD,N/A,1758927,1672818,4.9,86109,,,,
14787,2014,Uttar Pradesh,Hathras,16,Ramji Lal Suman,M,SP,N/A,1758927,1578036,10.3,180891,,,,
14788,2014,Uttar Pradesh,Hathras,16,Manoj Kumar Soni,M,BSP,N/A,1758927,1541036,12.4,217891,,,,
14789,2014,Uttar Pradesh,Hathras,16,Rajesh Kumar Diwaker,M,BJP,N/A,1758927,1214650,30.9,544277,,,,
14790,2014,Uttar Pradesh,Mathura,17,Maharam Singh,M,BMUP,N/A,1682260,1681605,0,655,,,,
14791,2014,Uttar Pradesh,Mathura,17,Mohan Shyam,M,GaAP,N/A,1682260,1681529,0,731,,,,
14792,2014,Uttar Pradesh,Mathura,17,Bhupendra Kumar Dhangar,M,RSOSP,N/A,1682260,1681206,0.1,1054,,,,
14793,2014,Uttar Pradesh,Mathura,17,Pt. Udyan Sharma ''''''''Munna'''''''',M,PECP,N/A,1682260,1681194,0.1,1066,,,,
14794,2014,Uttar Pradesh,Mathura,17,Parsottam,M,RMGP,N/A,1682260,1680922,0.1,1338,,,,
14795,2014,Uttar Pradesh,Mathura,17,Pramod Krishna,M,IND,N/A,1682260,1680501,0.1,1759,,,,
14796,2014,Uttar Pradesh,Mathura,17,Thakur Hemendra Veer Singh,M,SSKP,N/A,1682260,1680402,0.1,1858,,,,
14797,2014,Uttar Pradesh,Mathura,17,None Of The Above,NULL,NOTA,N/A,1682260,1680307,0.1,1953,,,,
14798,2014,Uttar Pradesh,Mathura,17,Ram Babu Saini,M,IND,N/A,1682260,1680178,0.1,2082,,,,
14799,2014,Uttar Pradesh,Mathura,17,Fakkar Baba ''''''''Ramayani'''''''',M,IND,N/A,1682260,1680100,0.1,2160,,,,
14800,2014,Uttar Pradesh,Mathura,17,Mahesh Pratap Sharma,M,RVP,N/A,1682260,1679864,0.1,2396,,,,
14801,2014,Uttar Pradesh,Mathura,17,Satish Chandra Sharma,M,IND,N/A,1682260,1679585,0.2,2675,,,,
14802,2014,Uttar Pradesh,Mathura,17,Bhudev,M,IND,N/A,1682260,1679545,0.2,2715,,,,
14803,2014,Uttar Pradesh,Mathura,17,Om Prakash,M,IND,N/A,1682260,1679413,0.2,2847,,,,
14804,2014,Uttar Pradesh,Mathura,17,Radhacharan,M,IND,N/A,1682260,1677465,0.3,4795,,,,
14805,2014,Uttar Pradesh,Mathura,17,Anuj Kumar Garg,M,AAAP,,1682260,1674402,0.5,7858,,,,
14806,2014,Uttar Pradesh,Mathura,17,Hema Malini,F,IND,N/A,1682260,1672102,0.6,10158,,,,
14807,2014,Uttar Pradesh,Mathura,17,Chandan Singh,M,SP,N/A,1682260,1645587,2.2,36673,,,,
14808,2014,Uttar Pradesh,Mathura,17,Pt. Yogesh Kumar Dwivedi,M,BSP,N/A,1682260,1508688,10.3,173572,,,,
14809,2014,Uttar Pradesh,Mathura,17,Jayant Chaudhary,M,RLD,N/A,1682260,1438370,14.5,243890,,,,
14810,2014,Uttar Pradesh,Mathura,17,Hema Malini,F,BJP,N/A,1682260,1107627,34.2,574633,,,,
14811,2014,Uttar Pradesh,Agra,18,Chandra Pal,M,A S P,,1814739,1814182,0,557,,,,
14812,2014,Uttar Pradesh,Agra,18,Ramesh,M,JD(U),N/A,1814739,1814137,0,602,,,,
14813,2014,Uttar Pradesh,Agra,18,Anita,F,VIP,N/A,1814739,1813974,0,765,,,,
14814,2014,Uttar Pradesh,Agra,18,Prem Singh,M,BMUP,N/A,1814739,1813968,0,771,,,,
14815,2014,Uttar Pradesh,Agra,18,Ashok Kumar,M,IND,N/A,1814739,1813323,0.1,1416,,,,
14816,2014,Uttar Pradesh,Agra,18,Amar Singh,M,IND,N/A,1814739,1812286,0.1,2453,,,,
14817,2014,Uttar Pradesh,Agra,18,Vinod Kumar Singh,M,IND,N/A,1814739,1812155,0.1,2584,,,,
14818,2014,Uttar Pradesh,Agra,18,Anil,M,BKPP,N/A,1814739,1811093,0.2,3646,,,,
14819,2014,Uttar Pradesh,Agra,18,Dinesh Kumar Gautam,M,IND,N/A,1814739,1811082,0.2,3657,,,,
14820,2014,Uttar Pradesh,Agra,18,Om Prakash,M,IND,N/A,1814739,1810496,0.2,4243,,,,
14821,2014,Uttar Pradesh,Agra,18,None Of The Above,NULL,NOTA,N/A,1814739,1809548,0.3,5191,,,,
14822,2014,Uttar Pradesh,Agra,18,Ravindra Singh,M,AAAP,,1814739,1806935,0.4,7804,,,,
14823,2014,Uttar Pradesh,Agra,18,Upendra Singh,M,INC,N/A,1814739,1779905,1.9,34834,,,,
14824,2014,Uttar Pradesh,Agra,18,Maharaj Singh Dhangar,M,SP,N/A,1814739,1680031,7.4,134708,,,,
14825,2014,Uttar Pradesh,Agra,18,Narayan Singh Suman,M,BSP,N/A,1814739,1531286,15.6,283453,,,,
14826,2014,Uttar Pradesh,Agra,18,Dr. Ram Shankar Katheria,M,BJP,N/A,1814739,1231023,32.2,583716,,,,
14827,2014,Uttar Pradesh,Fatehpur Sikri,19,Munna Lal,M,RMGP,N/A,1580582,1580085,0,497,,,,
14828,2014,Uttar Pradesh,Fatehpur Sikri,19,Mahavir Singh Solanki,M,IND,N/A,1580582,1579999,0,583,,,,
14829,2014,Uttar Pradesh,Fatehpur Sikri,19,Manik,M,LD,N/A,1580582,1579939,0,643,,,,
14830,2014,Uttar Pradesh,Fatehpur Sikri,19,Rakesh Singh Dhankar,M,IND,N/A,1580582,1579932,0,650,,,,
14831,2014,Uttar Pradesh,Fatehpur Sikri,19,Pitam Singh,M,JD(U),N/A,1580582,1579891,0,691,,,,
14832,2014,Uttar Pradesh,Fatehpur Sikri,19,Peetam Singh,M,RTKP,N/A,1580582,1579710,0.1,872,,,,
14833,2014,Uttar Pradesh,Fatehpur Sikri,19,Khemraj Singh,M,IND,N/A,1580582,1579631,0.1,951,,,,
14834,2014,Uttar Pradesh,Fatehpur Sikri,19,Shobhna Bauddha,F,IND,N/A,1580582,1579576,0.1,1006,,,,
14835,2014,Uttar Pradesh,Fatehpur Sikri,19,Rohan Singh,M,BMUP,N/A,1580582,1579519,0.1,1063,,,,
14836,2014,Uttar Pradesh,Fatehpur Sikri,19,Megh Singh,M,PECP,N/A,1580582,1579053,0.1,1529,,,,
14837,2014,Uttar Pradesh,Fatehpur Sikri,19,Seema Devi,F,IND,N/A,1580582,1579011,0.1,1571,,,,
14838,2014,Uttar Pradesh,Fatehpur Sikri,19,Ram Kumar Dixit,M,IND,N/A,1580582,1578925,0.1,1657,,,,
14839,2014,Uttar Pradesh,Fatehpur Sikri,19,Pankaj Kumar Sharma,M,RSMD,N/A,1580582,1578530,0.1,2052,,,,
14840,2014,Uttar Pradesh,Fatehpur Sikri,19,Ram Braj Yadav,M,IND,N/A,1580582,1578525,0.1,2057,,,,
14841,2014,Uttar Pradesh,Fatehpur Sikri,19,Satish Kumar,M,IND,N/A,1580582,1578347,0.1,2235,,,,
14842,2014,Uttar Pradesh,Fatehpur Sikri,19,Natholi,M,IND,N/A,1580582,1578226,0.1,2356,,,,
14843,2014,Uttar Pradesh,Fatehpur Sikri,19,Ashok Kumar,M,GaAP,N/A,1580582,1578029,0.2,2553,,,,
14844,2014,Uttar Pradesh,Fatehpur Sikri,19,None Of The Above,NULL,NOTA,N/A,1580582,1577905,0.2,2677,,,,
14845,2014,Uttar Pradesh,Fatehpur Sikri,19,Brajendr Singh,M,IND,N/A,1580582,1577857,0.2,2725,,,,
14846,2014,Uttar Pradesh,Fatehpur Sikri,19,Diwan Singh,M,IND,N/A,1580582,1577481,0.2,3101,,,,
14847,2014,Uttar Pradesh,Fatehpur Sikri,19,Laxmi,F,AAAP,,1580582,1577465,0.2,3117,,,,
14848,2014,Uttar Pradesh,Fatehpur Sikri,19,Santosh Kumar,M,IND,N/A,1580582,1577398,0.2,3184,,,,
14849,2014,Uttar Pradesh,Fatehpur Sikri,19,Ambedkari Hasnuram Ambedkari,M,IND,N/A,1580582,1577070,0.2,3512,,,,
14850,2014,Uttar Pradesh,Fatehpur Sikri,19,Anil Kumar,M,IND,N/A,1580582,1576773,0.2,3809,,,,
14851,2014,Uttar Pradesh,Fatehpur Sikri,19,Vijay Singh Kushwaha,M,SSAD,N/A,1580582,1575359,0.3,5223,,,,
14852,2014,Uttar Pradesh,Fatehpur Sikri,19,Amar Singh,M,RLD,N/A,1580582,1556397,1.5,24185,,,,
14853,2014,Uttar Pradesh,Fatehpur Sikri,19,Rani Pakshalika Singh,F,SP,N/A,1580582,1367185,13.5,213397,,,,
14854,2014,Uttar Pradesh,Fatehpur Sikri,19,Seema Upadhyay,F,BSP,N/A,1580582,1327099,16,253483,,,,
14855,2014,Uttar Pradesh,Fatehpur Sikri,19,Babulal,M,BJP,N/A,1580582,1153993,27,426589,,,,
14856,2014,Uttar Pradesh,Firozabad,20,Rahat Afroz,M,IUML,N/A,1636738,1636240,0,498,,,,
14857,2014,Uttar Pradesh,Firozabad,20,Rajendra Prasad,M,BMUP,N/A,1636738,1636232,0,506,,,,
14858,2014,Uttar Pradesh,Firozabad,20,Laxmi,F,BSCP,N/A,1636738,1636118,0,620,,,,
14859,2014,Uttar Pradesh,Firozabad,20,Khajan Singh,M,LD,N/A,1636738,1635985,0,753,,,,
14860,2014,Uttar Pradesh,Firozabad,20,Lakshmi Narayan,M,RJPK,N/A,1636738,1635799,0.1,939,,,,
14861,2014,Uttar Pradesh,Firozabad,20,Jay Prakash,M,SHS,N/A,1636738,1635490,0.1,1248,,,,
14862,2014,Uttar Pradesh,Firozabad,20,Mirja Mukarram Baig,M,IND,N/A,1636738,1635268,0.1,1470,,,,
14863,2014,Uttar Pradesh,Firozabad,20,Rajveer,M,IND,N/A,1636738,1634313,0.1,2425,,,,
14864,2014,Uttar Pradesh,Firozabad,20,Rakesh Yadav,M,AAAP,,1636738,1633930,0.2,2808,,,,
14865,2014,Uttar Pradesh,Firozabad,20,Shamsher Kha,M,PECP,N/A,1636738,1633212,0.2,3526,,,,
14866,2014,Uttar Pradesh,Firozabad,20,Upendra Singh,M,BKPP,N/A,1636738,1633042,0.2,3696,,,,
14867,2014,Uttar Pradesh,Firozabad,20,None Of The Above,NULL,NOTA,N/A,1636738,1632084,0.3,4654,,,,
14868,2014,Uttar Pradesh,Firozabad,20,Atul Chaturvedi,M,INC,N/A,1636738,1629291,0.5,7447,,,,
14869,2014,Uttar Pradesh,Firozabad,20,Th. Vishwadeep Singh,M,BSP,N/A,1636738,1517829,7.3,118909,,,,
14870,2014,Uttar Pradesh,Firozabad,20,Prof. S.P. Singh Baghel,M,BJP,N/A,1636738,1216214,25.7,420524,,,,
14871,2014,Uttar Pradesh,Firozabad,20,Akshay Yadav,M,SP,N/A,1636738,1102155,32.7,534583,,,,
14872,2014,Uttar Pradesh,Mainpuri,21,Shishupal Singh,M,BSCP,N/A,1653058,1652497,0,561,,,,
14873,2014,Uttar Pradesh,Mainpuri,21,Ashok Kumar,M,IND,N/A,1653058,1652363,0,695,,,,
14874,2014,Uttar Pradesh,Mainpuri,21,Satendra Veer Singh Chauhan,M,AIFB,,1653058,1652186,0.1,872,,,,
